id,category_id,slug,title,title_english,description,description_english,price,image_url,destination,duration,is_featured,is_active,created_at,updated_at
8aaaf8a5-819b-4740-bd9d-8026dcdfd473,01544f37-d138-4297-b970-a46b65c9bb62,metodos-extraccion-alma-cafe,Métodos de Extracción en Alma Café,Coffee Extraction Methods at Alma Café,"# Descripción

Adéntrate en el mundo del café de especialidad en Alma Café, ubicado en la colonia Narvarte de la Ciudad de México. Este tour te ofrece una experiencia sensorial única donde podrás descubrir tres métodos distintos de preparación del mismo café.

La actividad incluye una cata guiada, maridaje y una clase magistral sobre el perfil del café y técnicas para replicar las extracciones en casa.

Además, podrás adquirir el café degustado para llevarlo y seguir disfrutando de su sabor en tu hogar.

# Incluye

- Cata de café con tres métodos de extracción: goteo, espresso y un cóctel exclusivo
- Maridaje de sabores complementarios
- Clase magistral sobre perfiles de sabor y técnicas de extracción
- Oportunidad de adquirir el café degustado para llevar
- Explicación en español e inglés

# No incluye

- Bebidas alcohólicas
- Servicio ni propina

# Importante

El punto de encuentro será definido y confirmado una vez que se realice la reservación. Esto nos permite garantizar la mejor organización y brindar una experiencia cómoda y segura.","# Description

Step into the world of specialty coffee at Alma Café, located in the Narvarte neighborhood of Mexico City. This experience offers a unique sensory journey where you will discover three different methods of preparing the same coffee.

The activity includes a guided tasting, flavor pairing and a masterclass about coffee profiles and extraction techniques you can replicate at home.

You will also have the opportunity to purchase the featured coffee to continue enjoying it after the experience.

# Includes

- Coffee tasting using three extraction methods: drip, espresso and a signature cocktail
- Complementary flavor pairing
- Masterclass on flavor profiles and extraction techniques
- Opportunity to purchase the featured coffee
- Spanish and English explanations

# Does not include

- Alcoholic beverages
- Service or gratuity

# Important

The meeting point will be confirmed after booking to ensure the best organization and guest experience.",695.00,"https://applications-media.feverup.com/image/upload/f_auto,w_720,h_720/fever2/plan/photo/db3edc46-fdf3-11ed-bad3-9e6a246cc44b.jpg",experiencias-gastronomicas,1.5 h,false,true,2026-05-25 18:02:35.833199+00,2026-05-25 18:02:35.833199+00
9a08e653-9001-4380-b253-98a30477119a,,tour-al-vinedo-de-san-miguel-de-allende,Tour al Viñedo de San Miguel de Allende,Tour to a San Miguel de Allende Vineyard,"Embárcate en un recorrido exclusivo por uno de los viñedos más prestigiosos de San Miguel de Allende. Durante este tour, descubrirás el proceso de producción del vino mexicano, desde la cosecha hasta la botella, guiado por expertos enología. La experiencia incluye una cata de vinos maridada con una tabla de quesos artesanales, permitiéndote apreciar los sabores y aromas únicos de la región. Además, tendrás la oportunidad de recorrer los hermosos viñedos, aprender sobre las variedades de uva cultivadas y disfrutar de un paisaje espectacular.

*Duración aproximadamente 8 h*

**Incluye:** 
transporte redondo desde Guanajuato, guía en español e inglés, cata de vinos con tabla de quesos.","Set off on an exclusive tour of one of the most prestigious vineyards in San Miguel de Allende. During this tour, you will discover the Mexican wine production process, from harvest to bottle, guided by expert oenologists. The experience includes a wine tasting paired with an artisanal cheese board, allowing you to appreciate the region's unique flavors and aromas. You will also have the chance to tour the beautiful vineyards, learn about the grape varieties grown, and enjoy a spectacular landscape.

*Duration approximately 8 h*

**Includes:** Round-trip transportation from Guanajuato, Spanish and English guide, wine tasting with cheese board.",2720.00,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-674x446/11/71/8a/2c.jpg,San Miguel de Allende,8 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:04:38.735682+00
b280b624-81ba-400f-97ff-ca40f7aa1f4c,,excursion-a-hierve-el-agua-copy,Avistamiento de Delfines en Puerto Escondido,Dolphin Watching in Puerto Escondido,"Embárcate en una experiencia marítima de aproximadamente 3 horas, donde navegarás desde Puerto Angelito en busca de delfines en su hábitat natural. Podrás observar diversas especies marinas como tortugas, mantarrayas y aves, y, en ocasiones, incluso ballenas según la temporada. Se incluye la posibilidad de nadar o hacer snorkel con los delfines, siempre sujeto a condiciones de seguridad.

*Duración 3 h*

**Incluye:** Recogida en el hotel (en un cierto radio) y regreso (sujeto a tarifa según distancia), guía profesional español e inglés, agua embotellada, equipo de snorkel y chaleco salvavidas, oportunidad de nadar con delfines (según decisión del guía).
Propinas sugeridas incluidas","Embark on a marine experience of approximately 3 hours, sailing from Puerto Angelito in search of dolphins in their natural habitat. You may also spot sea turtles, manta rays, and birds, and sometimes even whales depending on the season. The tour includes the possibility of swimming or snorkeling with the dolphins, always subject to safety conditions.

*Duration 3 h*

**Includes:** Hotel pickup (within a certain radius) and drop-off (subject to distance-based fee), professional Spanish- and English-speaking guide, bottled water, snorkeling gear and life vest, opportunity to swim with dolphins (depending on the guide's decision).
Suggested tips included.",920.00,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-674x446/10/7a/7b/6f.jpg,oaxaca,3 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 14:48:51.310995+00
bc343f97-8689-4817-9b5d-66b84e74f27b,,excursion-a-isla-mujeres-en-catamaran,Excursión a Isla Mujeres en Catamarán,Isla Mujeres Catamaran Excursion,"Embárcate en una aventura caribeña a bordo de un moderno catamarán que te llevará a la paradisíaca Isla Mujeres. Durante el trayecto, disfruta de un ambiente festivo con música, barra libre y actividades a bordo. Al llegar a la isla, tendrás tiempo para explorar sus encantos, relajarte en sus playas y disfrutar de un delicioso almuerzo buffet en un exclusivo club de playa. La experiencia incluye también una parada para practicar snorkel en los vibrantes arrecifes del Caribe.

*Duración de 7 a 9 h*

**Incluye:** Recogida en el hotel en Cancún y traslado de regreso (según la modalidad), excursión en catamarán a Isla Mujeres, barra libre de bebidas a bordo del catamarán, equipamiento para practicar snorkel, almuerzo tradicional mexicano tipo buffet y bebidas en el club de playa (según la modalidad).","Set off on a Caribbean adventure aboard a modern catamaran that will take you to paradise-like Isla Mujeres. Along the way, enjoy a festive atmosphere with music, open bar, and onboard activities. Once on the island, you will have time to explore its charms, relax on its beaches, and enjoy a delicious buffet lunch at an exclusive beach club. The experience also includes a stop for snorkeling at vibrant Caribbean reefs.

*Duration 7 to 9 h*

**Includes:** Hotel pickup in Cancún and return transfer (depending on the option), catamaran excursion to Isla Mujeres, open bar on board, snorkeling equipment, traditional Mexican buffet lunch, and beach club drinks (depending on the option).",2780.00,https://media.tacdn.com/media/attractions-splice-spp-674x446/13/e6/47/f9.jpg,isla-mujeres,7 - 9 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 14:50:30.027257+00
c4a805a1-8d1f-4f90-8ac3-ba99c0ccbee6,,snorkel-en-el-santuario-de-tortugas-de-cozumel,Snorkel en el Santuario de Tortugas de Cozumel,Snorkeling at the Cozumel Turtle Sanctuary,"Sumérgete en las cristalinas aguas del Caribe mexicano y nada junto a tortugas marinas en su hábitat natural. Esta actividad de snorkel te llevará a los mejores puntos de la isla, donde podrás observar una rica biodiversidad marina, incluyendo rayas águila y una variedad de peces tropicales. Un guía experto te acompañará durante todo el recorrido, brindándote información sobre la fauna local y garantizando tu seguridad en todo momento.

*Duración 4 h*

**Incluye:** Equipo de snorkel, guía en español e inglés, chaleco salvavidas, aperitivo mexicano
Impuesto del parque marino no incluido: $200 MXN por persona","Dive into the crystal-clear waters of the Mexican Caribbean and swim alongside sea turtles in their natural habitat. This snorkeling activity takes you to the island's best spots, where you can observe rich marine biodiversity, including eagle rays and a variety of tropical fish. An expert guide will accompany you throughout the experience, providing information about the local wildlife and ensuring your safety at all times.

*Duration 4 h*

**Includes:** Snorkeling gear, Spanish- and English-speaking guide, life vest, Mexican snack
Marine park fee not included: MXN $200 per person",1530.00,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-674x446/12/78/f6/ea.jpg,cozumel,4 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:11:53.483119+00
cbf079f0-be14-4080-b28d-74d74b285deb,,paseo-en-barco-transparente-por-los-cabos,Paseo en barco transparente por Los Cabos,Transparent Boat Ride in Los Cabos,"

*Embárcate en una experiencia extraordinaria por el mar de Cortés, navegando en una embarcación completamente transparente. Iniciamos el recorrido desde la Marina de Cabo San Lucas hacia el emblemático Arco, considerado el “fin de la Tierra”. Tendrás vistas únicas del fondo marino mientras observas colonias de leones marinos, coloridos arrecifes de coral y las playas del Amor y del Divorcio. La travesía tiene una duración aproximada de 45 minutos, luego regresaremos a la marina para concluir el tour.*

*Duración aproximadamente 45 min*

**Incluye:** 
paseo en barco transparente, guía bilingüe en español e inglés, chaleco salvavidas obligatorio.","

*Set off on an extraordinary experience across the Sea of Cortez aboard a completely transparent boat. We begin the trip from the Cabo San Lucas Marina toward the iconic Arch, considered the 'End of the Earth.' You will enjoy unique views of the seabed while observing sea lion colonies, colorful coral reefs, and Lovers Beach and Divorce Beach. The trip lasts approximately 45 minutes, after which we return to the marina to end the tour.*

*Duration approximately 45 min*

**Includes:** Transparent boat ride, bilingual Spanish/English guide, mandatory life vest.",950.00,https://images.unsplash.com/photo-1763846927731-57a979ca1a34?q=80&w=627&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,los-cabos,45 Minutes,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:05:03.900987+00
cca5808a-4862-412a-b232-4aa9bc82e1de,,snorkel-en-los-cabos,Snorkel en Los Cabos,Snorkeling in Los Cabos,"

*Sumérgete en las cristalinas aguas de Playa Chileno, en el sur de la Baja California, ideal para practicar snorkel entre arrecifes de coral y coloridos peces tropicales. El recorrido inicia en la playa, donde se te proporcionará todo el equipo necesario —máscara, tubo y aletas— y recibirás una breve instrucción para disfrutar al máximo la experiencia. Acompañado por un guía experto en especies marinas, podrás explorar el fondo marino mientras aprendes sobre la fauna y flora local. La actividad tiene una duración aproximada de 3 horas y finaliza en el mismo punto de partida.*

*Duración aproximadamente 3 h*

**Incluye:** 
guía bilingüe (español/inglés), equipo de snorkel completo, botella de agua y snack.","

*Dive into the crystal-clear waters of Chileno Beach in southern Baja California, ideal for snorkeling among coral reefs and colorful tropical fish. The tour begins on the beach, where you will be provided with all the necessary equipment — mask, snorkel, and fins — along with a brief introduction so you can make the most of the experience. Accompanied by a guide expert in marine species, you can explore the seabed while learning about the local fauna and flora. The activity lasts approximately 3 hours and ends at the same starting point.*

*Duration approximately 3 h*

**Includes:** Bilingual guide (Spanish/English), full snorkeling gear, bottle of water, and snack.",940.00,https://images.unsplash.com/photo-1702593496618-68fa8af7b5e1?q=80&w=1171&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,los-cabos,3 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:06:00.451697+00
da55bd41-f2b4-4142-ab6f-ca844af75fe0,,excursion-a-hierve-el-agua,Excursión a Hierve el Agua,Hierve el Agua Excursion,"Disfruta de una excursión organizada desde la ciudad de Oaxaca hacia el impresionante sitio natural de Hierve el Agua. Esta opción incluye transporte redondo desde Oaxaca y tiempo libre para explorar las cascadas petrificadas, admirar los paisajes únicos y, si lo deseas, darte un chapuzón en las pozas naturales.

*Duración aproximadamente medio día*

**Incluye:** 
Transporte redondo desde la ciudad de Oaxaca, tiempo libre en Hierve el Agua. Guía para senderismo opcional (+$200 MXN).","Enjoy an organized excursion from Oaxaca city to the impressive natural site of Hierve el Agua. This option includes round-trip transportation from Oaxaca and free time to explore the petrified waterfalls, admire the unique landscapes, and, if you wish, take a dip in the natural pools.

*Duration approximately half a day*

**Includes:** Round-trip transportation from Oaxaca city, free time at Hierve el Agua. Optional hiking guide (+MXN $200).",905.00,https://www.mexicodesconocido.com.mx/wp-content/uploads/2018/02/1_Hierve-el-Agua-Oaxaca-Fotolia_128693009_Subscription_Monthly_XXL.jpg,oaxaca,1/2 Days,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 14:48:27.788936+00
dc0c246a-0b83-44f8-86f2-a62bad5b1dd8,,excursion-a-isla-holbox,Excursión a Isla Holbox,Holbox Island Excursion,"Disfruta de un día completo explorando la paradisíaca Isla Holbox, conocida por sus playas de arena blanca, aguas turquesas y una atmósfera relajada. La excursión incluye transporte desde Cancún, Playa del Carmen o Tulum, guía en español e inglés, paseo en lancha a Isla Pasión y la Laguna Yalahau, y tiempo libre para disfrutar de la isla.

*Duración de 8 a 10 h*

**Incluye:** Transporte, guía en español e inglés, paseo en lancha, desayuno, almuerzo, 1 bebida
Tasas de embarque y área natural no incluida","Enjoy a full day exploring the paradise of Holbox Island, known for its white-sand beaches, turquoise waters, and relaxed atmosphere. The excursion includes transportation from Cancún, Playa del Carmen, or Tulum, a Spanish- and English-speaking guide, a boat ride to Passion Island and Yalahau Lagoon, and free time to enjoy the island.

*Duration 8 to 10 h*

**Includes:** Transportation, Spanish- and English-speaking guide, boat ride, breakfast, lunch, 1 drink
Boarding fees and natural area fee not included",2505.00,https://www.barcelo.com/guia-turismo/wp-content/uploads/2021/02/holbox-isla-pasion-888.jpg,holbox,8 - 10 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 14:49:16.793855+00
dd2427f2-a7ad-49d7-92e3-60268fa1bca7,,excursion-nocturna-a-chichen-itza-con-show-de-luz-y-sonido,Excursión Nocturna a Chichén Itzá con Show de Luz y Sonido,Night Tour to Chichén Itzá with Light and Sound Show,"Vive una experiencia única visitando Chichén Itzá durante el día con un guía arqueológico certificado, disfrutando de un delicioso almuerzo buffet y, por la noche, presenciando el impactante espectáculo de luz y sonido en la Pirámide de Kukulkán.

*Duración de 10 a 12 h*

**Incluye:** Transporte redondo desde Cancún, guía arqueológico en español e inglés, visita diurna a Chichén Itzá, almuerzo buffet, espectáculo nocturno de luz y sonido en la Pirámide de Kukulkán","Enjoy a unique experience visiting Chichén Itzá during the day with a certified archaeological guide, enjoying a delicious buffet lunch, and at night witnessing the impressive light and sound show at the Pyramid of Kukulkán.

*Duration 10 to 12 h*

**Includes:** Round-trip transportation from Cancún, archaeological guide in Spanish and English, daytime visit to Chichén Itzá, buffet lunch, nighttime light and sound show at the Pyramid of Kukulkán",1880.00,https://www.chichenitza.com/public/assets/img/chichen-itza-night-show.jpg,Chichén Itzá,10 - 12 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:12:42.941849+00
e6d8fe63-d633-495c-a7c2-90e4b1778134,,espectaculo-de-lucha-libre-en-arena-mexico,Espectáculo de Lucha Libre en Arena México,Lucha Libre Show at Arena México,"Sumérgete en la adrenalina y tradición de la lucha libre mexicana en el icónico Arena México, conocido como la «Catedral de la Lucha Libre». Vive una noche llena de emoción con combates entre luchadores técnicos y rudos, acrobacias impresionantes y una atmósfera única. Durante el evento, disfrutarás de un espectáculo de entre dos y tres asaltos, con la posibilidad de recibir un regalo sorpresa como recuerdo. Una experiencia imperdible para los amantes de la cultura mexicana y el entretenimiento en vivo.

*Duración aproximadamente 4 h 30 min*

**Incluye:** 
entrada al Arena México, espectáculo de lucha libre en el estadio, regalo sorpresa.

**No incluye:** 
transporte, alimentos ni bebidas.","Immerse yourself in the adrenaline and tradition of Mexican lucha libre at the iconic Arena México, known as the 'Cathedral of Lucha Libre.' Experience an exciting night with matches between técnicos and rudos, impressive acrobatics, and a unique atmosphere. During the event, you will enjoy a show of two to three bouts, with the possibility of receiving a surprise gift as a keepsake. A must-see experience for lovers of Mexican culture and live entertainment.

*Duration approximately 4 h 30 min*

**Includes:** Arena México admission, lucha libre show in the stadium, surprise gift.

**Not included:** Transportation, food, or drinks.",1500.00,https://cmll.com/wp-content/uploads/2022/01/Viernes21Enero22-01-2.jpg,CDMX,4.5 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 14:46:44.808273+00
fc33da4b-0da2-41a6-ad90-bafb36eb2a5b,,crucero-nocturno-con-cena-y-espectaculo,Crucero Nocturno con Cena y Espectáculo,Night Cruise with Dinner and Show,"Embárcate en una noche mágica a bordo de un catamarán de lujo que zarpa desde la Terminal Marítima de Puerto Vallarta. Navegarás por la Bahía de Banderas mientras disfrutas de una cena gourmet a la luz de las estrellas. El menú incluye una selección de platillos mexicanos e internacionales, acompañados de una barra libre de bebidas nacionales. La velada culmina con el impactante espectáculo «Ritmos de la Noche», una puesta en escena que fusiona danza, música y teatro, ambientada en un escenario natural rodeado de selva tropical. Esta experiencia es ideal para parejas, grupos de amigos y viajeros que buscan una noche inolvidable en Puerto Vallarta.

*Duración aproximadamente 5 h 30 min*

**Incluye:** 
transporte en catamarán, cena gourmet, barra libre de bebidas nacionales, espectáculo «Ritmos de la Noche».

**No incluye:** 
impuesto marítimo.","Set off on a magical night aboard a luxury catamaran departing from Puerto Vallarta's Maritime Terminal. You will sail through Banderas Bay while enjoying a gourmet dinner under the stars. The menu includes a selection of Mexican and international dishes, accompanied by an open bar with domestic drinks. The evening culminates with the impressive 'Rhythms of the Night' show, a performance that blends dance, music, and theater in a natural setting surrounded by tropical jungle. This experience is ideal for couples, groups of friends, and travelers looking for an unforgettable night in Puerto Vallarta.

*Duration approximately 5 h 30 min*

**Includes:** Catamaran ride, gourmet dinner, open bar with domestic drinks, 'Rhythms of the Night' show.

**Not included:** Maritime tax.",3550.00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtzpNnoxuKd4KYqWT-Z5W_kF7tHPprFvXLnQ&s,Puerto Vallarta,5.5 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 14:44:52.179638+00
